Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
2021,"Dansby Swanson","ATL",620,0.07419355,0.2483871,0.2987013,0.2459893,0.30533118,0.44741533,0.75274651,0.20142603,0.28865979,77.33046166661693,2.2086513793797615,0.3185467301345453,95.84987115032534,18314
2021,"Kyle Tucker","HOU",532,0.09210526,0.15413534,0.59756098,0.29473684,0.35849057,0.55368421,0.91217478,0.25894737,0.30458221,93.64310170188652,29.183741907031415,0.38055212361471996,145.86890760636206,18345
2021,"Austin Riley","ATL",624,0.08333333,0.24519231,0.33986928,0.30072464,0.36858974,0.5326087,0.90119844,0.23188406,0.35733333,109.93397593159267,34.32750880379269,0.38073994415749307,136.2599775139117,18360
2021,"Victor Robles","WSN",369,0.08943089,0.2303523,0.38823529,0.2031746,0.30958904,0.2952381,0.60482714,0.0920635,0.27074236,32.36906617231506,-12.340527369605132,0.2738138822560811,67.43073575448537,18363
2021,"Ryan Mountcastle","BAL",549,0.07103825,0.27140255,0.26174497,0.26,0.3132969,0.496,0.8092969,0.236,0.30275229,78.54190969519523,12.022758327948127,0.34071283444871,114.43278758659048,18373
2021,"Ronald Acuna Jr.","ATL",360,0.13611111,0.23611111,0.57647059,0.28282828,0.39444444,0.5959596,0.99040404,0.31313132,0.31088083,72.72592751698993,29.10681186633608,0.4119760190974401,156.5556501292307,18401
2021,"Trent Grisham","SDP",493,0.10750507,0.22718053,0.47321429,0.24009324,0.32926829,0.41258741,0.7418557,0.17249417,0.2875817,62.64174167642948,2.90778607706186,0.321370289033773,103.79171769529462,18564
2021,"Luis Arraez","MIN",447,0.09619687,0.10067114,0.95555556,0.28211587,0.35123043,0.3627204,0.71395083,0.08060453,0.30985915,54.0964841495983,-0.06391778329688225,0.3140676632356108,98.22870839351468,18568
2021,"Ke'Bryan Hayes","PIT",381,0.08136483,0.22309711,0.36470588,0.25936599,0.32020997,0.37752161,0.69773158,0.11815562,0.3255814,43.34042375511236,-2.823140308496287,0.3052834094040037,90.65065694237214,18577
2021,"Jared Walsh","LAA",545,0.08256881,0.26605505,0.31034483,0.26720648,0.33211009,0.49595142,0.82806151,0.22874494,0.32407407,81.82489775806724,15.79040323138295,0.3492638049302278,121.84791131340987,18607
2021,"Guillermo Heredia","ATL",338,0.09467456,0.23668639,0.4,0.22483221,0.31360947,0.36241611,0.67602558,0.1375839,0.28971963,35.78284759794827,-5.170655429610059,0.29574829251018925,81.036562274153,18721
