Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
2021,"Tyler Duffey","MIN",62.1,254,8.80748663,4.04278075,2.17857143,0.57754011,0.24015748,0.11023622,0.12992126,0.21621622,1.21925134,0.27672956,0.7320442,3.4902560158837894,4.184586070938646,13758
2021,"Chris Stratton","PIT",79.1,337,9.75630252,3.74369748,2.60606061,1.0210084,0.25519288,0.09792285,0.15727003,0.23333333,1.29831933,0.29326923,0.76586433,3.7618373758837893,4.088558301017617,13761
2021,"Dominic Leone","SFG",53.2,219,8.38509317,3.68944099,2.27272727,0.33540373,0.2283105,0.10045662,0.12785388,0.19473684,1.09937888,0.24305556,0.78671329,3.076232705883789,4.367162637828688,13763
2021,"JT Chargois","2 Tms",53.2,216,8.88819876,3.35403727,2.65,0.83850932,0.24537037,0.09259259,0.15277778,0.20212766,1.08074534,0.25,0.84210526,3.8588413958837897,4.324429815417573,13767
2021,"Zach Eflin","PHI",105.2,442,8.43217666,1.36277603,6.1875,1.27760252,0.2239819,0.0361991,0.1877828,0.27553444,1.24921136,0.32686084,0.72807018,3.6804414158837893,3.6050243252321965,13774
2021,"Alex Wood","SFG",138.2,585,9.86538462,2.53125,3.8974359,0.90865385,0.25982906,0.06666667,0.19316239,0.2362949,1.18269231,0.30494505,0.72942643,3.4794965558837894,3.4394312078498155,13781
2021,"Austin Adams","SDP",52.2,241,12.98734177,5.98101266,2.17142857,0.17088608,0.3153527,0.14522822,0.17012448,0.15909091,1.19620253,0.25714286,0.68925234,3.890919395883789,5.185179483385708,13801
2021,"Alec Mills","CHC",119,517,6.57983193,2.57142857,2.55882353,1.21008403,0.16827853,0.06576402,0.10251451,0.29148936,1.43697479,0.32439678,0.66195373,4.48872813588379,4.327344693205938,13834
2021,"Paul Sewald","SEA",64.2,264,14.4742268,3.34020619,4.33333333,1.39175258,0.39393939,0.09090909,0.3030303,0.17573222,1.02061856,0.25396825,0.80769231,3.0766168958837894,3.003556579452146,13892
2021,"Chris Flexen","SEA",179.2,741,6.26159555,2.00371058,3.125,0.95176252,0.16869096,0.05398111,0.11470985,0.26811594,1.25231911,0.30018083,0.76581028,3.8873966958837896,4.555322951926314,13896
2021,"Brent Suter","MIL",73.1,313,8.46818182,2.94545455,2.875,1.10454545,0.22044728,0.07667732,0.14376996,0.25174825,1.30909091,0.3,0.7464455,3.9057640458837892,3.8020656079341455,13942
2021,"Michael Wacha","TBR",124.2,528,8.73529412,2.23796791,3.90322581,1.66042781,0.22916667,0.05871212,0.17045455,0.2704918,1.30748663,0.31232092,0.69732938,4.468865645883789,3.910396816844558,14078
2021,"Kevin Gausman","SFG",192,775,10.640625,2.34375,4.54,0.9375,0.29290323,0.06451613,0.2283871,0.20979021,1.04166667,0.2742616,0.78409091,3.0027337358837896,3.275162697738658,14107
2021,"Lance McCullers Jr.","HOU",162.1,684,10.25667351,4.21355236,2.43421053,0.72073922,0.27046784,0.11111111,0.15935673,0.20469799,1.21971253,0.2725,0.78503688,3.520529765883789,3.685949529341685,14120
2021,"Jose Berrios","2 Tms",192,781,9.5625,2.109375,4.53333333,1.03125,0.26120359,0.05761844,0.20358515,0.22268908,1.0625,0.27676768,0.72263549,3.4714837358837896,3.590116419487944,14168
2021,"Kyle Zimmer","KCR",54,223,7.66666667,5,1.53333333,1.16666667,0.20627803,0.13452915,0.07174888,0.24338624,1.40740741,0.27857143,0.66465257,4.817548555883789,4.864131215877004,14169
2021,"Josh Hader","MIL",58.2,224,15.64772727,3.68181818,4.25,0.46022727,0.45535714,0.10714286,0.34821428,0.12690355,0.83522727,0.23655914,0.91880342,1.6864458558837887,2.345005167254775,14212
2021,"Wandy Peralta","2 Tms",51,219,7.58823529,3.70588235,2.04761905,1.05882353,0.19634703,0.09589041,0.10045662,0.25128205,1.37254902,0.29054054,0.75079872,4.306655305883789,3.9881356004406423,14295
2021,"Frankie Montas","OAK",187,778,9.96256684,2.74331551,3.63157895,0.96256684,0.26606684,0.07326478,0.19280206,0.23196605,1.18181818,0.29568789,0.745,3.372608965883789,3.642886594782538,14309
2021,"Joel Payamps","2 Tms",50.1,205,6.79470199,2.50331126,2.71428571,1.07284768,0.18536585,0.06829268,0.11707317,0.23157895,1.15231788,0.26027397,0.7312253,4.103175235883789,4.7269258658859545,14332
2021,"Tyler Glasnow","TBR",88,340,12.57954545,2.76136364,4.55555556,1.02272727,0.36176471,0.07941176,0.28235295,0.17571885,0.93181818,0.25,0.82352941,2.7716731358837894,2.6979343813928693,14374
2021,"Hyun Jin Ryu","TOR",169,701,7.61538462,1.9704142,3.86486486,1.27810651,0.20399429,0.05278174,0.15121255,0.25835866,1.22485207,0.29494949,0.70695553,4.01555425588379,3.9442836073728715,14444
2021,"Jorge Lopez","BAL",121.2,555,8.28493151,4.14246575,2,1.55342466,0.2018018,0.1009009,0.1009009,0.29278351,1.62739726,0.33988764,0.69988802,5.199537395883789,4.478440006674215,14527
2021,"Carlos Estevez","COL",61.2,270,8.75675676,3.06486486,2.85714286,1.16756757,0.22222222,0.07777778,0.14444444,0.29338843,1.49189189,0.35195531,0.74879227,4.028859865883789,4.202191372602929,14542
2021,"Jose Ruiz","CHW",65,271,8.72307692,3.46153846,2.52,1.10769231,0.23247232,0.09225092,0.1402214,0.20987654,1.16923077,0.24571429,0.77160494,3.9847850258837894,4.2578088233104125,14552
2021,"Chi Chi Gonzalez","COL",101.2,448,4.95737705,2.47868852,2,1.59344262,0.125,0.0625,0.0625,0.31051345,1.52459016,0.32058824,0.64064801,5.372679095883789,5.084239959263165,14663
2021,"Duane Underwood Jr.","PIT",72.2,320,8.05045872,3.3440367,2.40740741,1.1146789,0.203125,0.084375,0.11875,0.27017544,1.43119266,0.31627907,0.71278826,4.270317835883789,4.335637292977959,14677
2021,"Edwin Diaz","NYM",62.2,257,12.78191489,3.30319149,3.86956522,0.43085106,0.3463035,0.08949416,0.25680934,0.19457014,1.05319149,0.30075188,0.6779661,2.483230195883789,3.465781808866553,14710
2021,"Julio Urias","LAD",185.2,745,9.4524237,1.84201077,5.13157895,0.92100539,0.26174497,0.05100671,0.21073826,0.21852388,1.01795332,0.27160494,0.76151122,3.126312435883789,3.72513759016421,14765
2021,"Emilio Pagan","SDP",63.1,263,9.80526316,2.55789474,3.83333333,2.27368421,0.26235741,0.06844106,0.19391635,0.23140496,1.16842105,0.25316456,0.76492537,5.222031985883789,4.890941366173351,14771
2021,"Caleb Smith","ARI",113.2,500,9.81818182,4.98826979,1.96825397,1.58357771,0.248,0.126,0.122,0.21678322,1.37243402,0.2543554,0.73134328,5.096086625883789,5.26132370646906,14875
2021,"Jon Gray","COL",149,644,9.48322148,3.5033557,2.70689655,1.26845638,0.24378882,0.09006211,0.15372671,0.24475524,1.32885906,0.2975,0.69648924,4.223091685883789,4.036900654055128,14916
2021,"Chad Kuhl","PIT",80.1,349,8.40248963,4.70539419,1.78571429,1.45643154,0.21489971,0.12034384,0.09455587,0.25172414,1.43153527,0.28571429,0.69943289,5.310479245883789,4.897974125822057,14975
2021,"Giovanny Gallegos","STL",80.1,310,10.64315353,2.2406639,4.75,0.67219917,0.30645161,0.06451613,0.24193548,0.18345324,0.88381743,0.24590164,0.71428571,2.746163895883789,3.686079027689019,14986
2021,"Scott Barlow","KCR",74.1,306,11.01793722,3.39013453,3.25,0.48430493,0.29738562,0.09150327,0.20588235,0.22262774,1.19730942,0.31491713,0.83138173,2.6312838158837892,3.5933150674920236,14993
2021,"Kyle Finnegan","WSN",66,294,9.27272727,4.63636364,2,1.22727273,0.23129252,0.11564626,0.11564626,0.25098039,1.48484848,0.3038674,0.6979405,4.517885255883789,4.482866713224036,15009
2021,"Alex Reyes","STL",72.1,317,11.8202765,6.47004608,1.82692308,1.11981567,0.29968454,0.16403785,0.13564669,0.17557252,1.35483871,0.2327044,0.77803204,4.39981515588379,4.563008488634712,15015
2021,"German Marquez","COL",180,756,8.8,3.2,2.75,1.05,0.23280423,0.08465608,0.14814815,0.24193548,1.27222222,0.29327902,0.69253438,3.863844845883789,3.6411028391785094,15038
2021,"Tim Mayza","TOR",53,210,9.67924528,2.03773585,4.75,0.8490566,0.27142857,0.05714286,0.21428571,0.20618557,0.98113208,0.26315789,0.70833333,3.0939287058837897,2.8995461431314364,15042
2021,"Lou Trivino","OAK",73.2,310,8.18552036,4.15384615,1.97058824,0.61085973,0.21612903,0.10967742,0.10645161,0.21641791,1.24886878,0.265,0.71910112,3.7802601358837893,4.478720120709497,15043
2021,"Austin Voth","WSN",57.1,248,9.26162791,4.39534884,2.10714286,1.56976744,0.23790323,0.11290323,0.125,0.26635514,1.48255814,0.31333333,0.70833333,4.896144595883789,4.444437382912191,15047
2021,"Cole Sulser","BAL",63.1,257,10.37368421,3.26842105,3.17391304,0.71052632,0.28404669,0.08949416,0.19455253,0.20689655,1.12105263,0.27564103,0.796875,2.9799267258837894,3.7366267254776595,15256
2021,"Adam Cimber","2 Tms",71.2,286,6.40465116,2.00930233,3.1875,0.25116279,0.17832168,0.05594406,0.12237762,0.23371648,1.0744186,0.28095238,0.73891626,3.071725985883789,4.210763272532037,15288
2021,"Andrew Heaney","2 Tms",129.2,558,10.41131105,2.84575835,3.65853659,2.01285347,0.2688172,0.0734767,0.1953405,0.25641026,1.31876607,0.30421687,0.6744868,4.850634335883789,4.120383700956791,15423
2021,"Matthew Boyd","DET",78.2,337,7.66525424,2.63135593,2.91304348,1.02966102,0.19881306,0.06824926,0.1305638,0.25496689,1.27118644,0.29437229,0.74152542,4.097366505883789,4.785725953323565,15440
2021,"Mike Mayers","LAA",75,315,10.8,3.12,3.46153846,1.32,0.28571429,0.08253968,0.20317461,0.25,1.29333333,0.32432432,0.80378251,3.8360670758837894,3.8114726320902506,15451
2021,"Nick Pivetta","BOS",155,661,10.16129032,3.77419355,2.69230769,1.39354839,0.26475038,0.09833585,0.16641453,0.23418803,1.30322581,0.28826531,0.73241061,4.279077825883789,4.281054341600788,15454
2021,"Marco Gonzales","SEA",143.1,585,6.78139535,2.6372093,2.57142857,1.82093023,0.18461538,0.07179487,0.11282051,0.23364486,1.16511628,0.2394015,0.82191781,5.276377145883789,5.157397940315969,15467
2021,"Lucas Giolito","CHW",178.2,720,10.125,2.61940299,3.86538462,1.36007463,0.27916667,0.07222222,0.20694445,0.21903323,1.10261194,0.26940639,0.77543424,3.7906690658837894,3.751861201694016,15474
2021,"Antonio Senzatela","COL",156.2,670,6.03191489,1.83829787,3.28125,0.6893617,0.15671642,0.04776119,0.10895523,0.28709677,1.34042553,0.32421875,0.66765579,3.6098259358837894,4.16829249691867,15488
2021,"Kendall Graveman","2 Tms",56,222,9.80357143,3.21428571,3.05,0.48214286,0.27477477,0.09009009,0.18468468,0.18041237,0.98214286,0.24615385,0.81632653,3.187257545883789,3.467574050064598,15514
2021,"Tyler Rogers","SFG",81,326,6.11111111,1.44444444,4.23076923,0.55555556,0.16871166,0.0398773,0.12883436,0.24262295,1.07407407,0.27822581,0.81176471,3.2805115158837888,3.8939531995190513,15541
2021,"Chad Green","NYY",83.2,315,10.64940239,1.82868526,5.82352941,1.5059761,0.31428571,0.05396825,0.26031746,0.19322034,0.88446215,0.23243243,0.77205882,3.587727095883789,3.626768749696626,15552
2021,"Nick Wittgren","CLE",62.1,258,8.80748663,2.45454545,3.58823529,1.87700535,0.23643411,0.06589147,0.17054264,0.26068376,1.2513369,0.29090909,0.67961165,4.83784960588379,3.6268677386296466,15594
2021,"Miguel Castro","NYM",70.1,303,9.85308057,5.50236967,1.79069767,0.8957346,0.25412541,0.14191419,0.11221122,0.18897638,1.29383886,0.24117647,0.76834862,4.363713205883789,4.4747386790618515,15684
2021,"Luis Castillo","CIN",187.2,803,9.20781528,3.59680284,2.56,0.91119005,0.23910336,0.09339975,0.14570361,0.25457103,1.36412078,0.31764706,0.71489002,3.7502174558837886,3.628108528962889,15689
2021,"Brad Keller","KCR",133.2,613,8.0798005,4.30922693,1.875,1.21197007,0.19575856,0.10440457,0.09135399,0.29699248,1.66084788,0.34653465,0.68694799,4.718028835883789,4.564644057921031,15734
2021,"Devin Williams","MIL",54,226,14.5,4.66666667,3.10714286,0.83333333,0.38495575,0.12389381,0.26106194,0.18556701,1.18518519,0.29807692,0.83050847,2.817548555883789,2.9208394518604988,15816
2021,"Zack Littell","SFG",61.2,252,9.19459459,3.5027027,2.625,1.02162162,0.25,0.0952381,0.1547619,0.20720721,1.13513514,0.25,0.77170418,3.866697705883789,4.107777098656528,15823
2021,"Adam Plutko","BAL",56.1,255,7.0295858,4.31360947,1.62962963,2.71597633,0.17254902,0.10588235,0.06666667,0.29545455,1.63313609,0.29268293,0.73033708,7.127980285883789,6.1177999129643315,15846
2021,"Sean Manaea","OAK",179.1,754,9.73605948,2.05762082,4.73170732,1.25464684,0.25729443,0.05437666,0.20291777,0.25498575,1.2267658,0.31752577,0.77319588,3.654530515883789,3.623103737961417,15873
2021,"Ryne Stanek","HOU",68.1,290,10.93170732,4.87317073,2.24324324,1.05365854,0.2862069,0.12758621,0.15862069,0.18623482,1.21463415,0.24203822,0.72916667,4.10598577588379,4.546439129617456,15947
2021,"Zach Thompson","MIA",75,315,7.92,3.36,2.35714286,0.72,0.20952381,0.08888889,0.12063492,0.22661871,1.21333333,0.26886792,0.68925234,3.6894004058837893,4.649102146228155,16094
2021,"Jordan Romano","TOR",63,253,12.14285714,3.57142857,3.4,1,0.33596838,0.09881423,0.23715415,0.18141593,1.04761905,0.25185185,0.87412587,3.1535273858837893,3.2774764674050467,16122
2021,"Carlos Rodon","CHW",132.2,534,12.55025126,2.44221106,5.13888889,0.88190955,0.34644195,0.06741573,0.27902622,0.18918919,0.95728643,0.26712329,0.82191781,2.6492999058837894,3.170906180727384,16137
2021,"Aaron Nola","PHI",180.2,749,11.10885609,1.94280443,5.71794872,1.29520295,0.29773031,0.05206943,0.24566088,0.23706897,1.12915129,0.30752212,0.66817667,3.3686623958837894,3.372941000255475,16149
2021,"Brandon Woodruff","MIL",179.1,708,10.58921933,2.15799257,4.90697674,0.90334572,0.2980226,0.06073446,0.23728814,0.2,0.96468401,0.26107226,0.81395349,2.957504495883789,3.049795564508342,16162
2021,"Spencer Turnbull","DET",50,201,7.92,2.16,3.66666667,0.36,0.21890547,0.05970149,0.15920398,0.2032967,0.98,0.25362319,0.703125,2.949400405883789,3.770376867055893,16207
2021,"Kyle Freeland","COL",120.2,515,7.83149171,2.83425414,2.76315789,1.49171271,0.2038835,0.07378641,0.13009709,0.28358209,1.41712707,0.32471264,0.78911565,4.627963945883789,4.257207125790458,16256
2021,"Aaron Bummer","CHW",56.1,242,11.98224852,4.63313609,2.5862069,0.47928994,0.30991736,0.11983471,0.19008265,0.20192308,1.26035503,0.29770992,0.66384181,2.956382655883789,2.7965399225214687,16258
2021,"John Means","BAL",146.2,590,8.22272727,1.59545455,5.15384615,1.84090909,0.22711864,0.0440678,0.18305084,0.22441652,1.02954545,0.23989899,0.80530973,4.614854955883789,4.3618222859501765,16269
2021,"Tyler Mahle","CIN",180,759,10.5,3.2,3.28125,1.2,0.27667984,0.08432148,0.19235836,0.23442136,1.23333333,0.29711752,0.77620968,3.8027337358837894,3.735818522837427,16358
2021,"Reynaldo Lopez","CHW",57.2,222,8.58381503,2.02890173,4.23076923,1.56069364,0.24774775,0.05855856,0.18918919,0.20487805,0.95375723,0.22222222,0.68292683,4.192521795883789,3.7740228808334666,16400
2021,"Ryan Yarbrough","TBR",155,653,6.79354839,1.56774194,4.33333333,1.4516129,0.17917305,0.04134763,0.13782542,0.26721311,1.22580645,0.29052632,0.62804878,4.453271375883789,4.587663448241449,16502
2021,"Jordan Montgomery","NYY",157.1,661,9.26694915,2.91737288,3.17647059,1.08686441,0.24508321,0.07715582,0.16792739,0.25,1.27754237,0.30679157,0.73696145,3.6905868458837894,3.9262347913428606,16511
2021,"Austin Gomber","COL",115.1,488,8.81791908,3.19942197,2.75609756,1.56069364,0.23155738,0.08401639,0.14754099,0.23181818,1.23988439,0.26366559,0.69491525,4.608706765883789,4.174909215763934,16561
2021,"J.P. Feyereisen","2 Tms",56,234,8.51785714,5.30357143,1.60606061,0.80357143,0.22649573,0.14102564,0.08547009,0.18274112,1.23214286,0.21678322,0.74193548,4.205114695883789,5.18693798482418,16610
2021,"Tim Hill","SDP",59.2,255,8.44692737,3.46927374,2.43478261,1.3575419,0.21960784,0.09019608,0.12941176,0.22972973,1.24022346,0.26086957,0.68249258,4.711299845883789,4.081130942867801,16814
2021,"Luke Weaver","ARI",65.2,275,8.49746193,2.74111675,3.1,1.50761421,0.22545455,0.07272727,0.15272728,0.23293173,1.18781726,0.25966851,0.70754717,4.41813136588379,4.255692843470401,16918
2021,"Touki Toussaint","ATL",50,216,8.64,3.96,2.18181818,1.98,0.22222222,0.10185185,0.12037037,0.23369565,1.3,0.24806202,0.77338129,5.789400405883789,4.5879765552282326,16929
2021,"Elieser Hernandez","MIA",51.2,225,9.23225806,2.43870968,3.78571429,2.26451613,0.23555556,0.06222222,0.17333334,0.26470588,1.31612903,0.28873239,0.85227273,5.375852015883789,4.3246670435729255,16933
2021,"Trevor Williams","2 Tms",91,405,8.9010989,3.06593407,2.90322581,1.08791209,0.22222222,0.07654321,0.14567901,0.28688525,1.49450549,0.34814815,0.71197411,3.8836861158837888,3.960363378695079,16977
2021,"Pablo Lopez","MIA",102.2,418,10.08116883,2.27922078,4.42307692,0.96428571,0.27511962,0.06220096,0.21291866,0.23298429,1.12012987,0.3011583,0.79737336,3.286283525883789,3.3198751958304324,17085
2021,"Raisel Iglesias","LAA",70,273,13.24285714,1.54285714,8.58333333,1.41428571,0.37728938,0.04395604,0.33333334,0.20703125,0.92857143,0.28767123,0.81027668,2.8265432658837892,2.2960655876568388,17130
2021,"Domingo German","NYY",98.1,410,8.96949153,2.47118644,3.62962963,1.5559322,0.23902439,0.06585366,0.17317073,0.23421053,1.17966102,0.27067669,0.70063694,4.3083834558837895,4.267974510169497,17149
2021,"Ranger Suarez","PHI",106,418,9.08490566,2.80188679,3.24242424,0.33962264,0.25598086,0.07894737,0.17703349,0.19414894,1,0.25650558,0.86337761,2.71657021588379,3.374556510909549,17277
2021,"Michael Kopech","CHW",69.1,285,13.37019231,3.11538462,4.29166667,1.16826923,0.36140351,0.08421053,0.27719298,0.21011673,1.125,0.30405405,0.78313253,2.9674773258837894,2.9850397574411764,17282
2021,"Justus Sheffield","SEA",80.1,385,7.05809129,4.81742739,1.46511628,1.56846473,0.16363636,0.11168831,0.05194805,0.31626506,1.84232365,0.35,0.62968516,5.65902696588379,5.260408254839774,17285
2021,"Framber Valdez","HOU",134.2,572,8.3539604,3.87623762,2.15517241,0.8019802,0.21853147,0.1013986,0.11713287,0.21956088,1.24752475,0.26775956,0.78298397,4.0085093158837894,3.5838221277238227,17295
2021,"Justin Steele","CHC",57,248,9.31578947,4.26315789,2.18518519,1.89473684,0.23790323,0.10887097,0.12903226,0.23255814,1.35087719,0.26206897,0.81288344,5.520277595883789,4.207371717377713,17312
2021,"Brett Martin","TEX",62.1,264,6.06417112,2.02139037,3,0.72192513,0.15909091,0.0530303,0.10606061,0.27235772,1.29946524,0.30541872,0.67567568,3.5383843658837892,3.9109319931442115,17369
2021,"Erick Fedde","WSN",133.1,590,8.64,3.24,2.66666667,1.5525,0.21694915,0.08135593,0.13559322,0.27480916,1.44,0.3126615,0.64713065,4.661900405883789,4.060332128129821,17425
2021,"Jeff Hoffman","CIN",73,335,9.73972603,5.54794521,1.75555556,1.47945205,0.2358209,0.13432836,0.10149254,0.24822695,1.57534247,0.29896907,0.76550388,5.196797665883789,4.969276765519625,17432
2021,"Jack Flaherty","STL",78.1,322,9.76595745,2.98723404,3.26923077,1.3787234,0.26397516,0.08074534,0.18322982,0.1993007,1.05957447,0.23316062,0.74792244,4.216208915883789,3.959129199482658,17479
2021,"Spenser Watkins","BAL",54.2,255,5.76219512,3.12804878,1.84210526,2.30487805,0.1372549,0.0745098,0.0627451,0.32173913,1.70121951,0.32432432,0.59681698,6.37061991588379,5.591186520127877,17489
2021,"Genesis Cabrera","STL",70,296,9.9,4.62857143,2.13888889,0.38571429,0.26013514,0.12162162,0.13851352,0.20883534,1.25714286,0.28,0.6981982,3.283686115883789,4.390160677262715,17490
2021,"Diego Castillo","2 Tms",58.1,233,11.57142857,2.62285714,4.41176471,1.38857143,0.32188841,0.07296137,0.24892704,0.19417476,0.97714286,0.24409449,0.78947368,3.735114695883789,3.151037105320835,17496
2021,"JT Brubaker","PIT",124.1,538,9.33780161,2.75067024,3.39473684,2.02680965,0.23977695,0.07063197,0.16914498,0.25360825,1.29490617,0.28443114,0.72629969,5.155995575883789,4.002285170050111,17578
2021,"Tanner Scott","BAL",54,251,11.66666667,6.16666667,1.89189189,1,0.27888446,0.14741036,0.1314741,0.23414634,1.57407407,0.31818182,0.69007264,4.410141145883789,4.109316978520818,17586
2021,"Mitch Keller","PIT",100.2,470,8.22516556,4.3807947,1.87755102,0.89403974,0.19574468,0.10425532,0.09148936,0.32186732,1.78807947,0.38782051,0.68208092,4.301850735883789,4.903438282350254,17594
2021,"Cristian Javier","HOU",101.1,424,11.54605263,4.70723684,2.45283019,1.42105263,0.30660377,0.125,0.18160377,0.18559557,1.18421053,0.23394495,0.82217973,4.432558295883789,4.347512509183204,17606
2021,"Nabil Crismatt","SDP",81.1,351,7.85655738,2.65573771,2.95833333,1.10655738,0.2022792,0.06837607,0.13390313,0.27444795,1.3647541,0.32352941,0.75238095,4.202187295883789,4.317650089374489,17732
2021,"Tyler Alexander","DET",106.1,451,7.36363636,2.36990596,3.10714286,1.35423197,0.19290466,0.06208426,0.1308204,0.25542169,1.26018809,0.28481013,0.78719723,4.391970935883789,4.858509835046545,17735
2021,"Jose Alvarado","PHI",55.2,251,10.99401198,7.59880239,1.44680851,0.80838323,0.27091633,0.187251,0.08366533,0.21319797,1.5988024,0.2983871,0.74157303,4.80413094588379,4.523970392711413,17780
2021,"Jake Brentz","KCR",64,278,10.6875,5.203125,2.05405405,0.984375,0.27338129,0.13309353,0.14028776,0.19650655,1.28125,0.25,0.71611253,4.231900405883789,4.298773944191635,17783
2021,"Dillon Tate","BAL",67.2,286,6.51724138,3.0591133,2.13043478,0.93103448,0.17132867,0.08041958,0.09090909,0.24497992,1.24137931,0.27,0.68965517,4.396001395883789,4.407100223964173,17796
2021,"Adbert Alzolay","CHC",125.2,519,9.16710875,2.43501326,3.76470588,1.79045093,0.24662813,0.0655106,0.18111753,0.23628692,1.16180371,0.26605505,0.73275862,4.649506505883789,3.663934643344005,17859
2021,"Nestor Cortes","NYY",93,374,9.96774194,2.41935484,4.12,1.35483871,0.27540107,0.06684492,0.20855615,0.2173913,1.07526882,0.26521739,0.84951456,3.7823036358837894,4.17790466713649,17874
2021,"Dennis Santana","2 Tms",54.2,237,7.57317073,5.26829268,1.4375,0.65853659,0.19409283,0.1350211,0.05907173,0.24,1.46341463,0.28947368,0.67183463,4.358424795883789,4.89191927325108,17878
2021,"Logan Webb","SFG",148.1,596,9.58651685,2.18426966,4.38888889,0.54606742,0.26510067,0.06040268,0.20469799,0.23443223,1.10561798,0.30909091,0.74654956,2.717715015883789,2.7853995649915837,17995
2021,"Triston McKenzie","CLE",120,495,10.2,4.35,2.34482759,1.575,0.27474747,0.11717172,0.15757575,0.19399538,1.18333333,0.22743682,0.683391,4.70273373588379,4.530361304432153,18000
2021,"Phil Maton","2 Tms",66.2,297,11.475,4.32,2.65625,0.81,0.28619529,0.10774411,0.17845118,0.2519685,1.44,0.3452381,0.70512821,3.4994004058837893,4.155598612973367,18064
2021,"Anthony Misiewicz","SEA",54.2,236,8.72560976,2.46951219,3.53333333,1.15243902,0.22457627,0.06355932,0.16101695,0.27981651,1.3902439,0.3375,0.69940476,3.7730589458837893,3.948179087322421,18152
2021,"Jarlin Garcia","SFG",68.2,269,8.91262136,2.3592233,3.77777778,1.17961165,0.2527881,0.0669145,0.1858736,0.19591837,0.96116505,0.22674419,0.75812274,3.7664877858837893,3.7585249543482706,18282
2021,"Tyler Kinley","COL",70.1,295,8.7014218,3.32701422,2.61538462,1.53554502,0.23050847,0.08813559,0.14237288,0.22348485,1.20853081,0.2513369,0.71225071,4.648073395883789,4.5122735590520335,18297
2021,"Josh Sborz","TEX",59,257,10.52542373,4.88135593,2.15625,1.06779661,0.26848249,0.12451362,0.14396887,0.23423423,1.42372881,0.30201342,0.74123989,3.999908875883789,4.192072902493558,18323
2021,"Taylor Hearn","TEX",104.1,441,7.93610224,3.6230032,2.19047619,1.46645367,0.20861678,0.0952381,0.11337868,0.24678663,1.32268371,0.27526132,0.70819113,4.817962705883789,4.796789188330362,18325
2021,"James Kaprielian","OAK",119.1,502,9.27653631,3.09217877,3,1.43296089,0.24501992,0.08167331,0.16334661,0.23281596,1.22346369,0.27388535,0.77170418,4.334204875883789,4.55617655427973,18331
2021,"Alex Young","2 Tms",52,246,7.44230769,4.67307692,1.59259259,2.07692308,0.17479675,0.1097561,0.06504065,0.30660377,1.76923077,0.32919255,0.66496164,6.246323485883789,5.112560966725533,18333
2021,"Josh Staumont","KCR",65.2,264,9.8680203,3.70050761,2.66666667,0.82233503,0.27272727,0.10227273,0.17045454,0.18297872,1.06598985,0.23566879,0.75471698,3.4891973558837894,4.26286717711262,18335
2021,"Jaime Barria","LAA",56.2,250,5.55882353,3.01764706,1.84210526,1.27058824,0.14,0.076,0.064,0.30701754,1.57058824,0.33333333,0.77694236,4.881165115883789,5.03865335116891,18356
2021,"Jose Urquidy","HOU",107,423,7.57009346,1.59813084,4.73684211,1.42990654,0.21276596,0.04491726,0.1678487,0.21804511,0.99065421,0.23728814,0.7719715,4.1413630258837895,4.384559094571622,18413
2021,"Kenta Maeda","MIN",106.1,453,9.56426332,2.70846395,3.53125,1.35423197,0.24944812,0.07064018,0.17880794,0.25790754,1.29780564,0.31578947,0.69331158,4.100434885883789,3.986201105341462,18498
2021,"Phil Bickford","2 Tms",51.1,207,10.34415584,3.33116883,3.10526316,1.22727273,0.28502415,0.09178744,0.19323671,0.19672131,1.07142857,0.24369748,0.82987552,3.9291406658837893,3.6687928604165396,18519
2021,"Dylan Cease","CHW",165.2,708,12.277666,3.69416499,3.32352941,1.08651911,0.31920904,0.0960452,0.22316384,0.22311396,1.24949698,0.30909091,0.7393617,3.4048128758837892,3.7205454362719035,18525
2021,"Sam Hentges","CLE",68.2,318,8.91262136,4.19417476,2.125,1.31067961,0.21383648,0.10062893,0.11320755,0.3180212,1.77669903,0.38461538,0.62962963,4.4800800158837895,4.539754475485379,18548
2021,"Logan Allen","CLE",50.1,222,6.61589404,3.0397351,2.17647059,2.14569536,0.16666667,0.07657658,0.09009009,0.29145729,1.49006623,0.30263158,0.64308682,6.050195105883789,4.843835633511939,18555
2021,"A.J. Minter","ATL",52.1,221,9.80254777,3.43949045,2.85,0.34394904,0.25791855,0.09049774,0.16742081,0.22564103,1.22292994,0.29787234,0.61093248,2.691693395883789,3.8132204730450026,18655
2021,"Jake Woodford","STL",67.2,293,6.65024631,3.32512315,2,0.93103448,0.17064846,0.08532423,0.08532423,0.26086957,1.34482759,0.29064039,0.75112108,4.499449665883789,5.058134169056828,18674
2021,"Freddy Peralta","MIL",144.1,580,12.15935335,3.49191686,3.48214286,0.87297921,0.3362069,0.09655172,0.23965518,0.16470588,0.96997691,0.23026316,0.79147641,3.120901555883789,3.6569736992489386,18679
2021,"Sandy Alcantara","MIA",205.2,837,8.79578606,2.18800648,4.02,0.91896272,0.24014337,0.05973716,0.18040621,0.22265625,1.07455429,0.27027027,0.72420635,3.4173744758837894,3.445487675766667,18684
